transaction_id;timestamp;account_id;destination_account;amount;currency;transaction_type;channel;terminal_id;merchant_id;card_number_masked;auth_method;response_code;status;processing_time_ms;switch_id;is_suspicious;fraud_pattern;customer_segment;account_age_days;failed_txn_ratio_7d;avg_time_between_txns;avg_txn_amount_7d;txn_count_24h;hour_of_day;day_of_week;is_holiday;previous_response_code;merchant_category;merchant_risk_score;geo_distance_last_tx;device_risk_level;device_country
RTX86722_012;32:02.8;A001558;A001091;1151.09;PEN;Pago;PLN;T0071;M0022;**** **** **** 9645;Biometría;0;Aprobada;533;SW02;0;NULL;Regular;168;8.33;67.64;1360.8;9;17;2;0;5;Travel;29.82;4056.16;High;US
RTX86722_013;32:02.8;A001461;A000639;604.5;PEN;Transferencia;PLN;T0067;M0058;**** **** **** 5061;PIN;0;Aprobada;165;SW01;0;NULL;Regular;1116;3.71;65.6;525.34;10;17;2;0;5;Retail;88.68;901.75;Medium;PE
RTX86722_014;32:02.8;A001206;A000452;20.71;PEN;Pago;APP;T0009;M0005;**** **** **** 2160;Biometría;0;Aprobada;343;SW02;0;NULL;Regular;51;1.82;102.28;17.38;8;17;2;0;5;E-commerce;0.73;1432.02;High;PE
RTX86722_015;32:02.8;A001105;A000271;1087.8;PEN;Transferencia;APP;T0061;M0053;**** **** **** 2545;PIN;0;Aprobada;774;SW01;0;NULL;Regular;1171;4.71;75.52;995.91;7;17;2;0;96;Electronics;51.37;2682.12;High;PE
RTX86722_016;32:02.8;A000957;A001770;1096.32;PEN;Pago;AGT;T0052;M0094;**** **** **** 2790;PIN;0;Aprobada;296;SW02;0;NULL;Regular;900;9.79;87.65;871.69;8;17;2;0;5;Electronics;7;348.91;Low;BR
RTX86722_017;32:02.8;A000865;A000376;425.03;PEN;Pago;AGT;T0057;M0071;**** **** **** 1828;Biometría;0;Aprobada;653;SW01;0;NULL;Básico;1188;2.64;86.67;475.19;2;17;2;0;5;Retail;4.54;1871.64;Low;MX
RTX86722_018;32:02.8;A000341;A000833;733.61;PEN;Pago;PLN;T0008;M0022;**** **** **** 1035;OTP;0;Aprobada;371;SW02;0;NULL;Regular;1246;3.45;59.89;853.38;8;17;2;0;91;Travel;29.82;1145.42;High;MX
RTX86722_019;32:02.8;A000867;A001427;1436.4;PEN;Transferencia;APP;T0025;M0038;**** **** **** 1958;Biometría;0;Aprobada;853;SW01;0;NULL;Premium;137;8.02;64.43;1394.88;6;17;2;0;0;E-commerce;46.1;4384.03;Low;PE
RTX86723_020;32:03.8;A000103;A001197;720.41;PEN;Pago;AGT;T0066;M0011;**** **** **** 2122;Biometría;0;Aprobada;169;SW01;0;NULL;Básico;562;3.45;32.17;747.5;4;17;2;0;96;Food & Beverage;11.04;4426.43;Medium;CO
RTX86723_021;32:03.8;A000246;A001929;1336.53;PEN;Pago;WEB;T0077;M0006;**** **** **** 7868;Biometría;0;Aprobada;697;SW01;0;NULL;Premium;30;0.38;82.75;1313.29;6;17;2;0;91;Electronics;14.2;2337.87;High;MX
RTX86723_022;32:03.8;A000419;A001372;1077.13;PEN;Pago;ATM;T0051;M0017;**** **** **** 8491;OTP;0;Aprobada;869;SW02;0;NULL;Básico;1030;1.96;51.09;1257.94;1;17;2;0;96;Food & Beverage;57.7;4764.77;Low;CO
RTX86723_023;32:03.8;A001273;A001154;1494.18;PEN;Pago;WEB;T0028;M0065;**** **** **** 3170;OTP;0;Aprobada;170;SW02;0;NULL;Regular;833;5.53;66.47;1702.82;6;17;2;0;91;Electronics;32.36;3801.99;Medium;BR
RTX86723_024;32:03.8;A000324;A000898;1252.28;PEN;Transferencia;WEB;T0084;M0068;**** **** **** 5905;Biometría;0;Aprobada;206;SW01;0;NULL;Premium;1281;4.29;95.49;1464.5;3;17;2;0;91;Electronics;21.94;3225.5;High;BR
RTX86723_025;32:03.8;A000237;A001823;169.48;PEN;Pago;ATM;T0037;M0078;**** **** **** 6617;PIN;0;Aprobada;803;SW01;0;NULL;Básico;1457;8.82;96.41;172.38;5;17;2;0;96;Electronics;9.96;4580.81;Low;MX
RTX86723_026;32:03.8;A000515;A001855;1363.16;PEN;Pago;AGT;T0082;M0055;**** **** **** 1722;PIN;0;Aprobada;441;SW02;0;NULL;Básico;749;2.2;43.07;1479.79;5;17;2;0;5;Food & Beverage;72.36;46.82;Low;CO
RTX86723_027;32:03.8;A001519;A000905;832;PEN;Transferencia;WEB;T0002;M0015;**** **** **** 3442;Biometría;0;Aprobada;136;SW01;0;NULL;Básico;699;2.09;30.3;929.59;10;17;2;0;5;Retail;98.01;4218.09;High;PE
RTX86723_028;32:03.8;A000881;A000262;72.32;PEN;Transferencia;AGT;T0046;M0027;**** **** **** 2684;OTP;0;Aprobada;898;SW01;0;NULL;Básico;275;8.13;108.33;70.87;7;17;2;0;5;Retail;29.47;2108.06;Medium;PE
RTX86723_029;32:03.8;A001896;A001905;362.74;PEN;Pago;APP;T0053;M0004;**** **** **** 6442;OTP;0;Aprobada;785;SW01;0;NULL;Premium;314;1.7;95.05;410.63;4;17;2;0;91;Travel;37.95;1805.62;High;MX
RTX86724_030;32:04.8;A000327;A001613;1054.9;PEN;Transferencia;AGT;T0061;M0029;**** **** **** 8541;OTP;0;Aprobada;412;SW01;0;NULL;Regular;1459;7.22;103.37;1171.22;4;17;2;0;5;Electronics;30.11;2682.12;High;PE
RTX86724_031;32:04.8;A000049;A001352;297.76;PEN;Transferencia;ATM;T0009;M0099;**** **** **** 6753;Biometría;0;Aprobada;621;SW02;0;NULL;Regular;26;8.24;23.5;267.94;9;17;2;0;91;Electronics;79.59;1432.02;High;PE
RTX86724_032;32:04.8;A001924;A000057;181.86;PEN;Transferencia;APP;T0075;M0034;**** **** **** 2776;Biometría;0;Aprobada;544;SW01;0;NULL;Regular;823;0.14;97.49;158.74;6;17;2;0;96;Retail;21.05;1349.26;High;PE
RTX86724_033;32:04.8;A001242;A001048;182.31;PEN;Pago;ATM;T0006;M0091;**** **** **** 1027;Biometría;0;Aprobada;651;SW02;0;NULL;Regular;719;9.5;82.56;190.23;4;17;2;0;91;Electronics;81.01;1287.31;High;BR
RTX86724_034;32:04.8;A000884;A000144;1423.82;PEN;Transferencia;WEB;T0041;M0085;**** **** **** 5920;Biometría;0;Aprobada;416;SW01;0;NULL;Premium;175;3.49;71.93;1471.44;6;17;2;0;96;Retail;33.98;2962.8;Low;BR
RTX86724_035;32:04.8;A001428;A000606;836.07;PEN;Pago;PLN;T0086;M0049;**** **** **** 5930;OTP;0;Aprobada;661;SW01;0;NULL;Regular;1426;0.93;76.83;933.78;5;17;2;0;91;Food & Beverage;34.86;4929.83;High;MX
RTX86724_036;32:04.8;A000431;A000881;1180.78;PEN;Transferencia;PLN;T0057;M0057;**** **** **** 9375;OTP;0;Aprobada;853;SW01;0;NULL;Regular;451;6.6;7.96;926.73;2;17;2;0;91;Electronics;77.81;1871.64;Low;MX
RTX86724_037;32:04.8;A001056;A001360;953.08;PEN;Transferencia;AGT;T0097;M0031;**** **** **** 4680;PIN;0;Aprobada;250;SW02;0;NULL;Regular;990;5.32;23.61;678.8;4;17;2;0;96;Electronics;99.96;4300.14;Medium;BR
RTX86724_038;32:04.8;A001252;A001741;1155.05;PEN;Transferencia;PLN;T0081;M0074;**** **** **** 7291;OTP;0;Aprobada;509;SW01;0;NULL;Regular;1156;0.1;35.92;949.44;1;17;2;0;0;Electronics;38.61;3155;High;BR
RTX86724_039;32:04.8;A001595;A000871;336.07;PEN;Transferencia;AGT;T0072;M0032;**** **** **** 8478;PIN;0;Aprobada;575;SW01;0;NULL;Regular;1451;1.97;88.55;347.43;9;17;2;0;91;Electronics;5.85;2669.76;Low;US
RTX86725_040;32:05.8;A001946;A001547;1338.22;PEN;Transferencia;WEB;T0058;M0021;**** **** **** 8373;OTP;0;Aprobada;869;SW02;0;NULL;Regular;783;6.77;104.03;1102.18;5;17;2;0;96;Retail;27.41;107.82;High;MX
RTX86725_041;32:05.8;A001284;A000490;419.15;PEN;Pago;ATM;T0031;M0035;**** **** **** 6238;Biometría;0;Aprobada;182;SW02;0;NULL;Premium;954;2.25;36.2;322.4;4;17;2;0;96;Travel;69.82;3736.19;High;MX
RTX86725_042;32:05.8;A001422;A000313;1062.56;PEN;Pago;PLN;T0053;M0043;**** **** **** 7812;PIN;0;Aprobada;311;SW02;0;NULL;Regular;650;8.63;82.56;1186.29;7;17;2;0;0;Electronics;11.05;1805.62;High;MX
RTX86725_043;32:05.8;A001755;A001804;1150.74;PEN;Transferencia;PLN;T0001;M0046;**** **** **** 7389;OTP;0;Aprobada;651;SW02;0;NULL;Premium;915;4.56;69.08;1235.62;9;17;2;0;5;Electronics;65.52;3571.43;Low;MX
RTX86725_044;32:05.8;A001000;A000450;416.67;PEN;Transferencia;AGT;T0050;M0044;**** **** **** 3704;OTP;0;Aprobada;230;SW02;0;NULL;Regular;237;0.05;62.28;495.99;9;17;2;0;0;Retail;27.29;3357.99;High;US
RTX86725_045;32:05.8;A001858;A000807;891.92;PEN;Pago;AGT;T0083;M0055;**** **** **** 8564;PIN;0;Aprobada;151;SW01;0;NULL;Regular;1200;4.21;9.32;740.36;6;17;2;0;5;Food & Beverage;72.36;4291.25;Low;MX
RTX86725_046;32:05.8;A000932;A000670;512.88;PEN;Transferencia;ATM;T0097;M0054;**** **** **** 2341;OTP;0;Aprobada;119;SW02;0;NULL;Regular;626;1.75;31.12;551.1;1;17;2;0;91;Retail;42.55;4300.14;Medium;BR
RTX86725_047;32:05.8;A000460;A001332;112.24;PEN;Pago;AGT;T0032;M0026;**** **** **** 3496;PIN;0;Aprobada;229;SW01;0;NULL;Premium;1496;4.71;32.6;105.14;2;17;2;0;5;E-commerce;43.57;3209.73;High;PE
RTX86725_048;32:05.8;A000953;A001433;391.8;PEN;Transferencia;APP;T0078;M0078;**** **** **** 3683;OTP;0;Aprobada;210;SW01;0;NULL;Básico;1301;8.5;74.1;387.62;5;17;2;0;96;Electronics;9.96;691.08;Low;CO
RTX86725_049;32:05.8;A000813;A001929;1075.37;PEN;Pago;WEB;T0089;M0081;**** **** **** 2669;Biometría;0;Aprobada;891;SW01;0;NULL;Básico;1425;3.54;89.81;914.92;10;17;2;0;0;Food & Beverage;62.83;1848.31;High;MX
RTX86726_050;32:06.8;A001631;A001160;1176.13;PEN;Transferencia;WEB;T0055;M0085;**** **** **** 2129;Biometría;0;Aprobada;763;SW02;0;NULL;Regular;1381;3.72;61.24;1023.96;7;17;2;0;96;Retail;33.98;4412.55;High;MX
RTX86726_051;32:06.8;A000217;A000888;1441.57;PEN;Transferencia;APP;T0056;M0023;**** **** **** 9817;OTP;0;Aprobada;576;SW02;0;NULL;Básico;309;7.76;72.06;1323.05;10;17;2;0;91;Food & Beverage;49.92;2556.03;Medium;CO
RTX86726_052;32:06.8;A000661;A001745;375.79;PEN;Pago;ATM;T0058;M0032;**** **** **** 7209;OTP;0;Aprobada;129;SW02;0;NULL;Regular;667;3.38;101.41;355.93;6;17;2;0;5;Electronics;5.85;107.82;High;MX
RTX86726_053;32:06.8;A000999;A000435;538.69;PEN;Transferencia;ATM;T0036;M0077;**** **** **** 1166;Biometría;0;Aprobada;295;SW02;0;NULL;Regular;237;0.05;62.28;400.14;7;17;2;0;96;E-commerce;76.24;1419.25;Low;MX
RTX86726_054;32:06.8;A001138;A001553;368.08;PEN;Transferencia;PLN;T0058;M0003;**** **** **** 5820;PIN;0;Aprobada;514;SW01;0;NULL;Básico;463;5.45;29.41;384.97;5;17;2;0;91;Travel;64.45;107.82;High;MX
RTX86726_055;32:06.8;A000970;A001134;801.07;PEN;Transferencia;WEB;T0043;M0046;**** **** **** 5438;OTP;0;Aprobada;357;SW02;0;NULL;Regular;1374;1.75;11.99;653.09;4;17;2;0;91;Electronics;65.52;1146.84;High;MX
RTX86726_056;32:06.8;A000245;A001522;808.44;PEN;Pago;APP;T0028;M0095;**** **** **** 5530;Biometría;0;Aprobada;703;SW02;0;NULL;Premium;30;0.38;82.75;960.67;9;17;2;0;91;Travel;84.56;3801.99;Medium;BR
RTX86726_057;32:06.8;A000206;A001706;299.24;PEN;Pago;ATM;T0023;M0039;**** **** **** 9751;PIN;0;Aprobada;380;SW01;0;NULL;Regular;534;4.12;63.66;216.28;1;17;2;0;91;Electronics;22.23;1711.18;Medium;CO
RTX86726_058;32:06.8;A001429;A001934;198.16;PEN;Transferencia;AGT;T0002;M0074;**** **** **** 8690;OTP;0;Aprobada;551;SW02;0;NULL;Básico;541;3.37;52.16;172.47;1;17;2;0;91;Electronics;38.61;4218.09;High;PE
RTX86726_059;32:06.8;A001928;A001765;721.82;PEN;Pago;PLN;T0063;M0010;**** **** **** 3485;PIN;0;Aprobada;676;SW01;0;NULL;Premium;35;3.62;29.39;847.82;2;17;2;0;5;Electronics;37.25;4209.33;High;BR
RTX86727_060;32:07.8;A000243;A001143;1149.02;PEN;Pago;WEB;T0049;M0058;**** **** **** 5871;Biometría;0;Aprobada;539;SW02;0;NULL;Premium;721;0.66;36.32;979.76;10;17;2;0;0;Retail;88.68;2199.26;High;MX
RTX86727_061;32:07.8;A001249;A001967;1112.73;PEN;Pago;APP;T0034;M0085;**** **** **** 3573;PIN;0;Aprobada;277;SW01;0;NULL;Regular;131;2.17;63.05;1086.02;3;17;2;0;0;Retail;33.98;2192.41;High;MX
RTX86727_062;32:07.8;A000837;A000923;1037.16;PEN;Transferencia;ATM;T0005;M0030;**** **** **** 5632;Biometría;0;Aprobada;564;SW02;0;NULL;Regular;544;9.4;35.19;762.92;4;17;2;0;91;Retail;88.03;3487.82;High;MX
RTX86727_063;32:07.8;A001614;A001621;941.34;PEN;Pago;PLN;T0015;M0070;**** **** **** 3441;OTP;0;Aprobada;245;SW01;0;NULL;Regular;503;2.62;33.02;692.55;3;17;2;0;91;Electronics;70.38;2797.16;High;PE
RTX86727_064;32:07.8;A001219;A001534;1238.12;PEN;Transferencia;PLN;T0016;M0060;**** **** **** 7594;OTP;0;Aprobada;612;SW02;0;NULL;Básico;775;2.55;108.49;1200.96;8;17;2;0;0;Electronics;73.56;1659.28;High;BR
RTX86727_065;32:07.8;A001225;A000082;1335.24;PEN;Transferencia;WEB;T0033;M0004;**** **** **** 4750;Biometría;0;Aprobada;689;SW01;0;NULL;Regular;1336;9.82;26.77;1326.64;1;17;2;0;91;Travel;37.95;828.65;Low;MX
RTX86727_066;32:07.8;A001181;A000083;1147.03;PEN;Pago;PLN;T0067;M0084;**** **** **** 5557;PIN;0;Aprobada;699;SW02;0;NULL;Básico;485;8.98;40.62;1052.91;8;17;2;0;0;Retail;8.19;901.75;Medium;PE
RTX86727_067;32:07.8;A000963;A000713;618.44;PEN;Transferencia;AGT;T0021;M0043;**** **** **** 9117;OTP;0;Aprobada;778;SW02;0;NULL;Básico;486;0.4;111.08;725.18;9;17;2;0;0;Electronics;11.05;1615.41;High;US
RTX86727_068;32:07.8;A000932;A000181;478.63;PEN;Transferencia;AGT;T0099;M0052;**** **** **** 9889;OTP;0;Aprobada;523;SW01;0;NULL;Regular;626;1.75;31.12;348.01;9;17;2;0;91;Electronics;58.44;3647.02;Medium;PE
RTX86727_069;32:07.8;A001276;A001550;752.75;PEN;Transferencia;AGT;T0027;M0035;**** **** **** 5719;OTP;0;Aprobada;815;SW01;0;NULL;Regular;339;0.82;49.93;709.36;1;17;2;0;5;Travel;69.82;3693.13;High;CO
RTX86728_070;32:08.8;A001454;A000325;473.02;PEN;Pago;WEB;T0053;M0012;**** **** **** 2858;OTP;0;Aprobada;220;SW01;0;NULL;Regular;485;0.99;110.74;484.3;3;17;2;0;96;E-commerce;43;1805.62;High;MX
RTX86728_071;32:08.8;A001911;A001468;444.87;PEN;Transferencia;PLN;T0062;M0061;**** **** **** 8483;Biometría;0;Aprobada;248;SW01;0;NULL;Premium;1267;5.37;114.82;396.73;10;17;2;0;5;Electronics;92.59;2476.43;High;MX
RTX86728_072;32:08.8;A001770;A000143;421.61;PEN;Transferencia;ATM;T0065;M0035;**** **** **** 5634;Biometría;0;Aprobada;405;SW01;0;NULL;Regular;1257;1.15;88.52;471.67;10;17;2;0;96;Travel;69.82;3592.88;High;MX
RTX86728_073;32:08.8;A001773;A000305;675.36;PEN;Transferencia;ATM;T0043;M0071;**** **** **** 8460;OTP;0;Aprobada;293;SW02;0;NULL;Regular;747;9.29;53.71;803.94;4;17;2;0;96;Retail;4.54;1146.84;High;MX
RTX86728_074;32:08.8;A000479;A001754;1165.56;PEN;Pago;ATM;T0096;M0061;**** **** **** 7325;Biometría;0;Aprobada;767;SW02;0;NULL;Premium;1351;2.99;2.42;1387.49;8;17;2;0;0;Electronics;92.59;62.13;Medium;PE
RTX86728_075;32:08.8;A000259;A001029;1448.38;PEN;Transferencia;AGT;T0057;M0013;**** **** **** 1251;Biometría;0;Aprobada;247;SW02;0;NULL;Premium;1325;0.59;96.32;1310.77;3;17;2;0;0;Retail;94.48;1871.64;Low;MX
RTX86728_076;32:08.8;A000962;A001601;1454.11;PEN;Transferencia;WEB;T0089;M0051;**** **** **** 6383;Biometría;0;Aprobada;646;SW01;0;NULL;Básico;1425;5.19;107.98;1294.16;6;17;2;0;96;Electronics;62.95;1848.31;High;MX
RTX86728_077;32:08.8;A001787;A001109;63.49;PEN;Pago;APP;T0081;M0088;**** **** **** 4727;Biometría;0;Aprobada;192;SW02;0;NULL;Premium;429;2.41;31.25;58.22;2;17;2;0;0;Electronics;31.85;3155;High;BR
RTX86728_078;32:08.8;A000909;A000341;1044.06;PEN;Pago;AGT;T0042;M0008;**** **** **** 6873;OTP;0;Aprobada;541;SW02;0;NULL;Regular;1157;9.96;56.06;806.83;9;17;2;0;96;Food & Beverage;98.34;91.66;High;BR
RTX86728_079;32:08.8;A001160;A001397;1190.85;PEN;Pago;APP;T0011;M0079;**** **** **** 4945;OTP;0;Aprobada;697;SW02;0;NULL;Regular;223;6.36;10.11;918.81;8;17;2;0;91;Electronics;85.57;4326.12;Low;MX
RTX86729_080;32:09.8;A000942;A000523;1003.59;PEN;Transferencia;ATM;T0087;M0070;**** **** **** 2210;OTP;0;Aprobada;453;SW01;0;NULL;Regular;773;8.62;5.7;1198.11;5;17;2;0;96;Electronics;70.38;2265.35;Low;PE
RTX86729_081;32:09.8;A001414;A000513;690.69;PEN;Transferencia;APP;T0050;M0062;**** **** **** 4886;OTP;0;Aprobada;685;SW01;0;NULL;Regular;468;3.58;8.85;607.45;5;17;2;0;91;E-commerce;18.98;3357.99;High;US
RTX86729_082;32:09.8;A000045;A001700;990.76;PEN;Transferencia;AGT;T0073;M0088;**** **** **** 9138;OTP;0;Aprobada;894;SW01;0;NULL;Premium;1238;0.57;98.14;1089.27;10;17;2;0;91;Electronics;31.85;2822.96;Low;US
RTX86729_083;32:09.8;A000449;A001304;293.3;PEN;Transferencia;APP;T0081;M0013;**** **** **** 6061;OTP;0;Aprobada;134;SW01;0;NULL;Básico;142;8.91;60.84;290.3;3;17;2;0;0;Retail;94.48;3155;High;BR
RTX86729_084;32:09.8;A001863;A000605;496.81;PEN;Transferencia;APP;T0026;M0017;**** **** **** 9697;Biometría;0;Aprobada;379;SW02;0;NULL;Premium;87;1.98;78;554.06;5;17;2;0;96;Food & Beverage;57.7;1020.54;High;BR
RTX86729_085;32:09.8;A001982;A001652;449.76;PEN;Transferencia;AGT;T0060;M0010;**** **** **** 4696;Biometría;0;Aprobada;841;SW01;0;NULL;Regular;983;4.51;9.4;466.49;7;17;2;0;91;Electronics;37.25;2050.67;High;BR
RTX86729_086;32:09.8;A000185;A001620;597.92;PEN;Transferencia;WEB;T0016;M0059;**** **** **** 5295;Biometría;0;Aprobada;490;SW02;0;NULL;Regular;1121;9.92;34.06;664.41;6;17;2;0;0;Electronics;65.95;1659.28;High;BR
RTX86729_087;32:09.8;A001383;A000479;712.5;PEN;Transferencia;WEB;T0029;M0083;**** **** **** 8606;Biometría;0;Aprobada;409;SW01;0;NULL;Básico;1315;7.35;52.35;730.04;2;17;2;0;5;Electronics;77.6;989.2;High;PE
RTX86729_088;32:09.8;A000093;A001938;65.45;PEN;Transferencia;AGT;T0013;M0031;**** **** **** 7367;OTP;0;Aprobada;479;SW01;0;NULL;Regular;992;4.83;43.54;67.76;9;17;2;0;96;Electronics;99.96;501.03;Low;PE
RTX86729_089;32:09.8;A001203;A001521;1092.63;PEN;Transferencia;AGT;T0063;M0079;**** **** **** 5583;PIN;0;Aprobada;806;SW02;0;NULL;Básico;1119;1.52;74.77;967.27;8;17;2;0;96;Electronics;85.57;4209.33;High;BR
RTX86730_090;32:10.8;A001947;A000484;1284.62;PEN;Pago;ATM;T0070;M0083;**** **** **** 1992;OTP;0;Aprobada;382;SW02;0;NULL;Premium;104;8.31;97.4;1021.15;2;17;2;0;96;Electronics;77.6;287.84;Low;PE
RTX86730_091;32:10.8;A000188;A001358;326.04;PEN;Pago;AGT;T0043;M0032;**** **** **** 4362;PIN;0;Aprobada;883;SW01;0;NULL;Regular;829;7.95;61.55;318.57;10;17;2;0;5;Electronics;5.85;1146.84;High;MX
RTX86730_092;32:10.8;A001666;A001782;357.17;PEN;Pago;WEB;T0001;M0036;**** **** **** 3129;Biometría;0;Aprobada;356;SW01;0;NULL;Regular;820;6.51;80.66;392.62;2;17;2;0;0;Food & Beverage;7.2;3571.43;Low;MX
RTX86730_093;32:10.8;A000270;A000031;543.78;PEN;Pago;WEB;T0042;M0003;**** **** **** 5347;PIN;0;Aprobada;229;SW01;0;NULL;Regular;281;0.86;83.66;582.31;9;17;2;0;0;Travel;64.45;91.66;High;BR
RTX86730_094;32:10.8;A001528;A000131;719.61;PEN;Transferencia;WEB;T0076;M0014;**** **** **** 9254;PIN;0;Aprobada;729;SW02;0;NULL;Básico;161;1.43;90.65;519.33;9;17;2;0;91;Electronics;8.29;4070.83;High;MX
RTX86730_095;32:10.8;A000939;A001318;1446.4;PEN;Pago;PLN;T0052;M0055;**** **** **** 9032;Biometría;0;Aprobada;554;SW01;0;NULL;Básico;1143;0.95;44.62;1065.63;2;17;2;0;91;Food & Beverage;72.36;348.91;Low;BR
RTX86730_096;32:10.8;A001246;A000304;107.87;PEN;Transferencia;WEB;T0082;M0075;**** **** **** 7240;Biometría;0;Aprobada;643;SW02;0;NULL;Premium;826;1.36;114.24;91.41;9;17;2;0;96;Electronics;0.39;46.82;Low;CO
RTX86730_097;32:10.8;A000204;A001625;1055.65;PEN;Pago;PLN;T0058;M0030;**** **** **** 6553;OTP;0;Aprobada;508;SW02;0;NULL;Regular;1497;4.29;86.13;958.52;2;17;2;0;91;Retail;88.03;107.82;High;MX
RTX86730_098;32:10.8;A000875;A000641;1001.01;PEN;Transferencia;APP;T0088;M0061;**** **** **** 2494;PIN;0;Aprobada;195;SW01;0;NULL;Básico;764;4.08;49.65;916.86;6;17;2;0;5;Electronics;92.59;324.18;High;US
RTX86730_099;32:10.8;A001140;A000123;883.83;PEN;Transferencia;AGT;T0053;M0046;**** **** **** 1842;OTP;0;Aprobada;714;SW02;0;NULL;Básico;1306;6.09;42.51;756.76;2;17;2;0;5;Electronics;65.52;1805.62;High;MX
RTX88095_000;54:55.7;A001310;A000229;47.27;PEN;Transferencia;APP;T0029;M0018;**** **** **** 9935;PIN;0;Aprobada;704;SW01;0;NULL;Regular;618;2.27;108.76;38.26;9;17;2;0;0;Travel;79.67;989.2;High;PE
RTX88095_001;54:55.7;A001150;A000408;1076.87;PEN;Transferencia;APP;T0058;M0076;**** **** **** 1106;PIN;0;Aprobada;814;SW02;0;NULL;Premium;586;4.59;24.63;869.74;6;17;2;0;0;Electronics;69.84;107.82;High;MX
RTX88095_002;54:55.7;A000190;A000779;154.11;PEN;Transferencia;WEB;T0034;M0006;**** **** **** 9785;PIN;0;Aprobada;487;SW02;0;NULL;Básico;202;5.05;66.44;156.32;6;17;2;0;5;Electronics;14.2;2192.41;High;MX
RTX88095_003;54:55.7;A001443;A000143;78.28;PEN;Pago;ATM;T0011;M0030;**** **** **** 7227;OTP;0;Aprobada;564;SW01;0;NULL;Regular;1255;7.51;74.89;69.08;6;17;2;0;91;Retail;88.03;4326.12;Low;MX
RTX88095_004;54:55.7;A000430;A001373;407.8;PEN;Pago;WEB;T0082;M0022;**** **** **** 3677;OTP;0;Aprobada;488;SW01;0;NULL;Premium;426;1.68;79.02;474.15;9;17;2;0;5;Travel;29.82;46.82;Low;CO
RTX88095_005;54:55.7;A001403;A000665;1265.85;PEN;Pago;APP;T0005;M0041;**** **** **** 5386;PIN;0;Aprobada;316;SW02;0;NULL;Básico;1323;9.24;14.52;1464.04;10;17;2;0;91;Retail;9.89;3487.82;High;MX
RTX88095_006;54:55.7;A000436;A001343;753.85;PEN;Transferencia;APP;T0034;M0018;**** **** **** 9830;OTP;0;Aprobada;864;SW01;0;NULL;Regular;237;2.68;26.85;678.24;4;17;2;0;5;Travel;79.67;2192.41;High;MX
RTX88095_007;54:55.7;A001044;A001011;145.46;PEN;Pago;AGT;T0020;M0081;**** **** **** 7916;Biometría;0;Aprobada;165;SW01;0;NULL;Premium;611;1.48;63.23;145.16;8;17;2;0;91;Food & Beverage;62.83;4635.71;Low;US
RTX88095_008;54:55.7;A001989;A001134;1292.56;PEN;Pago;AGT;T0088;M0069;**** **** **** 6573;PIN;0;Aprobada;400;SW02;0;NULL;Regular;1349;9.08;89.57;1185.77;8;17;2;0;0;Food & Beverage;29.49;324.18;High;US
RTX88095_009;54:55.7;A001954;A001479;1315.02;PEN;Transferencia;WEB;T0098;M0023;**** **** **** 5889;Biometría;0;Aprobada;619;SW01;0;NULL;Premium;798;0.99;104.32;1320.92;3;17;2;0;91;Food & Beverage;49.92;4096.15;Medium;BR
RTX88096_010;54:56.7;A001562;A000331;813.67;PEN;Pago;WEB;T0042;M0063;**** **** **** 2832;OTP;0;Aprobada;414;SW01;0;NULL;Regular;1393;4.49;12.55;667.56;10;17;2;0;0;E-commerce;37.22;91.66;High;BR
RTX88096_011;54:56.7;A000176;A001499;734.13;PEN;Pago;WEB;T0099;M0017;**** **** **** 8787;Biometría;0;Aprobada;269;SW01;0;NULL;Premium;187;4.13;47.92;834.13;7;17;2;0;5;Food & Beverage;57.7;3647.02;Medium;PE
RTX88096_012;54:56.7;A001903;A001105;1135.35;PEN;Pago;ATM;T0052;M0086;**** **** **** 8177;Biometría;0;Aprobada;562;SW02;0;NULL;Regular;510;9.7;82.21;922.3;6;17;2;0;0;Retail;78.69;348.91;Low;BR
RTX88096_013;54:56.7;A001205;A001135;352.87;PEN;Pago;AGT;T0010;M0091;**** **** **** 4750;PIN;0;Aprobada;132;SW01;0;NULL;Regular;51;1.82;102.28;259.51;4;17;2;0;91;Electronics;81.01;1503.76;High;PE
RTX88096_014;54:56.7;A001371;A000995;329.21;PEN;Pago;WEB;T0074;M0061;**** **** **** 8749;OTP;0;Aprobada;294;SW01;0;NULL;Premium;1168;4.48;71.37;338.92;6;17;2;0;96;Electronics;92.59;2393.63;High;MX
RTX88096_015;54:56.7;A000842;A000957;1297.12;PEN;Pago;AGT;T0008;M0052;**** **** **** 2790;PIN;0;Aprobada;296;SW02;0;NULL;Regular;862;7.52;100.54;1031.35;8;17;2;0;5;Electronics;58.44;1145.42;High;MX
RTX88096_016;54:56.7;A000865;A000376;425.03;PEN;Pago;AGT;T0057;M0071;**** **** **** 1828;Biometría;0;Aprobada;653;SW01;0;NULL;Básico;1188;2.64;86.67;503.45;4;17;2;0;5;Retail;4.54;1871.64;Low;MX
RTX88096_017;54:56.7;A000833;A000995;727.22;PEN;Transferencia;AGT;T0022;M0049;**** **** **** 7396;OTP;0;Aprobada;565;SW01;0;NULL;Regular;585;2.72;100.18;774.67;9;17;2;0;96;Food & Beverage;34.86;1162.22;Low;US
